################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the time of day first in the compact format HHMMSS
# and then the date as day/month/year. There is a variable indicating whether
# this is an 'entry' into the campus or an 'exit' leaving the campus. The
# 'success' variable indicates a '1' if the transaction was completed with only
# one tap of the student card, and '0' if two or more taps were required.
#
# The final variable indicates the system's estimate for the entry or exit
# transaction duration (in seconds). That is the time from when a student's
# card is first tapped until the turnstile is activated and locked again behind 
# the student. 
################################################################################


date,type,turnstile,success,duration
105438 27/02/2020,entry,C,0,5.42
105508 27/02/2020,entry,C,0,7.62
105731 27/02/2020,entry,S,1,6.67
105742 27/02/2020,entry,C,1,7.07
105803 27/02/2020,exit,C,1,6.78
105901 27/02/2020,exit,N,1,6.21
110019 27/02/2020,entry,S,1,5.35
110021 27/02/2020,entry,C,1,6.7
110030 27/02/2020,entry,S,1,6.62
110043 27/02/2020,entry,N,1,5.78
110046 27/02/2020,exit,C,1,7.33
110048 27/02/2020,exit,C,0,5.78
110324 27/02/2020,exit,C,1,7.9
110409 27/02/2020,entry,C,1,5.89
110515 27/02/2020,entry,S,0,5.95
110718 27/02/2020,exit,C,0,6.74
110738 27/02/2020,entry,C,1,6.02
111102 27/02/2020,exit,S,1,6.77
111125 27/02/2020,entry,C,0,6.97
111147 27/02/2020,entry,C,1,6.49
111202 27/02/2020,exit,C,1,6.64
111227 27/02/2020,exit,C,1,6.76
111317 27/02/2020,exit,S,1,5.99
111420 27/02/2020,entry,S,1,5.95
111427 27/02/2020,exit,S,1,6.43
111708 27/02/2020,exit,S,1,6.13
111803 27/02/2020,exit,C,1,5.36
111910 27/02/2020,entry,C,1,7.29
111941 27/02/2020,entry,C,1,8.09
112021 27/02/2020,entry,S,1,5.46
112037 27/02/2020,entry,C,1,5.81
112142 27/02/2020,entry,C,1,5.59
112205 27/02/2020,exit,C,1,7.41
112349 27/02/2020,exit,S,1,6.55
112450 27/02/2020,entry,C,1,7.34
112532 27/02/2020,entry,S,1,6.49
112657 27/02/2020,entry,S,1,7.08
112748 27/02/2020,exit,C,1,5.07
112858 27/02/2020,exit,C,1,6.64
113030 27/02/2020,entry,C,1,7.54
113209 27/02/2020,entry,N,0,6.9
113609 27/02/2020,entry,C,1,7.02
113648 27/02/2020,exit,N,0,6.87
113809 27/02/2020,entry,N,1,6.47
113824 27/02/2020,exit,C,0,7.26
113836 27/02/2020,entry,C,1,5.12
113906 27/02/2020,entry,C,1,6.56
114254 27/02/2020,exit,S,1,6.35
114451 27/02/2020,entry,C,1,5.35
114652 27/02/2020,exit,N,1,6.82
114658 27/02/2020,exit,C,1,5.99
114831 27/02/2020,entry,C,1,6.78
114848 27/02/2020,exit,N,1,7.5
114851 27/02/2020,entry,S,1,5.36
114958 27/02/2020,entry,C,1,7.22
115029 27/02/2020,entry,S,1,7.02
115035 27/02/2020,entry,C,1,6.34
115047 27/02/2020,entry,C,1,5.42
115146 27/02/2020,entry,S,1,6.65
115312 27/02/2020,exit,C,1,6.79
115405 27/02/2020,exit,N,1,5.59
115423 27/02/2020,entry,S,1,5.5
115539 27/02/2020,entry,C,1,6.9
115727 27/02/2020,exit,S,1,7.21
115931 27/02/2020,exit,C,0,8.07
120022 27/02/2020,entry,C,1,6.3
120053 27/02/2020,entry,C,1,7.23
120248 27/02/2020,entry,C,1,5.65
120307 27/02/2020,entry,S,1,7.15
120333 27/02/2020,entry,S,1,5.72
120341 27/02/2020,exit,C,1,5.82
120430 27/02/2020,entry,N,1,6.5
120502 27/02/2020,entry,S,1,7.46
120513 27/02/2020,exit,S,1,5.73
120530 27/02/2020,entry,C,1,7.2
120639 27/02/2020,entry,C,0,6.86
120641 27/02/2020,exit,N,1,6.38
120719 27/02/2020,exit,C,1,5.21
120727 27/02/2020,entry,S,1,6.52
120844 27/02/2020,exit,C,1,6.73
120930 27/02/2020,exit,C,1,6.69
121139 27/02/2020,exit,S,1,4.9
121235 27/02/2020,exit,C,1,5.91
121332 27/02/2020,entry,C,1,6.17
121639 27/02/2020,entry,S,1,6.13
121746 27/02/2020,entry,C,0,6.95
121810 27/02/2020,exit,S,1,5.44
121822 27/02/2020,exit,C,1,5.86
121837 27/02/2020,exit,N,1,7.46
121846 27/02/2020,exit,S,1,5.27
122049 27/02/2020,entry,C,1,6.96
122114 27/02/2020,entry,C,1,5.94
122205 27/02/2020,exit,S,1,6.72
122246 27/02/2020,entry,C,1,6.54
122348 27/02/2020,exit,C,1,6.83
122504 27/02/2020,entry,N,1,6.12
122525 27/02/2020,entry,C,1,6.95
122710 27/02/2020,entry,S,1,8.21
122945 27/02/2020,entry,S,1,8.35
123106 27/02/2020,entry,C,1,6.97
123141 27/02/2020,entry,C,1,6.13
123448 27/02/2020,exit,S,1,5.98
123526 27/02/2020,exit,C,1,7.32
123532 27/02/2020,exit,C,1,6.16
123611 27/02/2020,exit,S,1,5.85
123708 27/02/2020,exit,C,1,7.8
123714 27/02/2020,entry,C,1,7.73
123921 27/02/2020,entry,C,1,6.65
124053 27/02/2020,exit,C,1,5.88
124517 27/02/2020,exit,C,1,6.18
124605 27/02/2020,entry,S,0,5.46
124607 27/02/2020,entry,C,0,6.31
124608 27/02/2020,exit,C,1,6.4
124609 27/02/2020,entry,N,1,7.11
124935 27/02/2020,entry,S,0,5.51
124957 27/02/2020,entry,N,1,6.28
125004 27/02/2020,entry,C,1,8.61
125014 27/02/2020,exit,C,1,6.85
125026 27/02/2020,entry,N,1,6.41
125241 27/02/2020,entry,C,1,6.91
125259 27/02/2020,entry,C,1,7.11
125347 27/02/2020,entry,C,0,6.97
125427 27/02/2020,entry,C,0,5.68
125518 27/02/2020,exit,S,1,6.12
125553 27/02/2020,exit,C,1,6.56
125555 27/02/2020,exit,S,1,7.11
125631 27/02/2020,exit,C,1,6.65
125825 27/02/2020,entry,S,1,8.05
125858 27/02/2020,entry,S,1,6.36
125920 27/02/2020,exit,C,0,5.8
130225 27/02/2020,entry,S,1,5.8
130230 27/02/2020,entry,S,1,6.65
130233 27/02/2020,exit,N,1,5.9
130235 27/02/2020,entry,S,1,7.6
130322 27/02/2020,entry,C,1,5.32
130325 27/02/2020,entry,C,1,6.2
130424 27/02/2020,entry,C,1,5.62
130445 27/02/2020,entry,S,1,8.29
130458 27/02/2020,entry,C,1,6
130642 27/02/2020,entry,S,1,7.68
130913 27/02/2020,exit,C,1,5.68
130957 27/02/2020,entry,S,1,8.17
131033 27/02/2020,exit,C,1,5.71
131112 27/02/2020,entry,C,1,6.86
131554 27/02/2020,exit,S,1,6.03
131557 27/02/2020,entry,S,1,5.87
131621 27/02/2020,entry,S,1,5.13
131624 27/02/2020,exit,N,1,6.15
131641 27/02/2020,entry,S,1,5.8
131905 27/02/2020,entry,C,1,7.33
132059 27/02/2020,exit,C,0,7.02
132208 27/02/2020,entry,C,1,6.71
132319 27/02/2020,entry,C,1,6.57
132346 27/02/2020,exit,S,0,6.26
132535 27/02/2020,exit,C,0,6.62
132718 27/02/2020,entry,C,1,5.8
132720 27/02/2020,exit,C,1,6.13
132731 27/02/2020,exit,S,1,6.65
132819 27/02/2020,entry,C,1,7.3
132838 27/02/2020,exit,S,1,6.95
133159 27/02/2020,exit,S,1,6.32
133222 27/02/2020,entry,S,1,6.38
133242 27/02/2020,exit,C,0,7.06
133335 27/02/2020,entry,N,1,7.15
133442 27/02/2020,entry,C,1,7.34
133559 27/02/2020,exit,C,1,6.38
133858 27/02/2020,entry,S,1,5.19
134026 27/02/2020,exit,C,1,6.26
134043 27/02/2020,exit,N,1,7.46
134106 27/02/2020,exit,N,1,6.94
134346 27/02/2020,exit,C,0,6.92
134556 27/02/2020,exit,S,1,7.54
134611 27/02/2020,exit,C,1,8.44
134749 27/02/2020,entry,N,1,8.2
134758 27/02/2020,exit,S,0,6.98
135216 27/02/2020,entry,C,1,6.69
135302 27/02/2020,entry,S,1,7.13
135312 27/02/2020,exit,S,1,8.84
135345 27/02/2020,exit,C,1,5.65
135401 27/02/2020,entry,S,1,7.15
135437 27/02/2020,exit,S,1,7.88
135506 27/02/2020,entry,S,1,7.25
135532 27/02/2020,exit,N,1,4.8
135601 27/02/2020,entry,C,1,5.07
135641 27/02/2020,entry,C,1,6.3
135736 27/02/2020,entry,S,1,5.6
135754 27/02/2020,exit,S,1,6.1
135804 27/02/2020,exit,C,1,7.65
135809 27/02/2020,exit,S,1,7.08
135908 27/02/2020,entry,N,1,6.04
135919 27/02/2020,entry,S,1,5.51
140205 27/02/2020,exit,C,1,5.97
140227 27/02/2020,exit,C,0,4.35
140409 27/02/2020,entry,S,1,5.55
140545 27/02/2020,entry,S,0,6.16
140624 27/02/2020,exit,S,1,6.65
140729 27/02/2020,entry,C,1,4.31
140756 27/02/2020,exit,C,1,6.24
140812 27/02/2020,exit,S,1,7.28
140920 27/02/2020,exit,C,1,4.47
141403 27/02/2020,exit,C,0,5.48
141534 27/02/2020,exit,S,1,6.07
141807 27/02/2020,exit,C,1,6.07
141906 27/02/2020,entry,C,1,6.1
142126 27/02/2020,exit,C,1,6.93
142223 27/02/2020,entry,S,1,6.53
142740 27/02/2020,entry,C,1,6.21
143227 27/02/2020,exit,N,1,7.1
143313 27/02/2020,exit,C,1,6.32
143443 27/02/2020,exit,S,1,6.75
143545 27/02/2020,exit,C,1,7.82
143606 27/02/2020,exit,C,1,7.15
143745 27/02/2020,exit,C,0,6.59
143823 27/02/2020,exit,S,1,5.56
144050 27/02/2020,exit,S,1,6.88
144323 27/02/2020,exit,S,1,7.47
144414 27/02/2020,entry,S,1,6.58
144442 27/02/2020,entry,S,1,6.35
145119 27/02/2020,exit,C,1,5.34
145333 27/02/2020,exit,S,1,7.27
145838 27/02/2020,exit,N,1,6.75
150010 27/02/2020,exit,N,0,5.24
150060 27/02/2020,entry,N,1,6.21
150328 27/02/2020,exit,S,1,6.31
150336 27/02/2020,exit,N,1,6.24
150350 27/02/2020,entry,N,1,6.34
150410 27/02/2020,exit,C,1,6.42
150413 27/02/2020,exit,C,1,6.98
150602 27/02/2020,exit,C,1,6.66
150716 27/02/2020,entry,S,1,6.08
151126 27/02/2020,entry,C,1,7.5
151302 27/02/2020,entry,C,1,4.76
151327 27/02/2020,exit,C,1,8.31
151407 27/02/2020,entry,S,1,5.74
151459 27/02/2020,exit,N,0,9.05
152415 27/02/2020,entry,C,1,7.02
152433 27/02/2020,entry,C,1,6.54
152738 27/02/2020,exit,S,1,6.2
152827 27/02/2020,exit,N,1,5.14
152854 27/02/2020,entry,S,1,6.9
153145 27/02/2020,exit,N,0,6.88
153306 27/02/2020,exit,C,1,7.67
154112 27/02/2020,exit,C,1,7.72
154121 27/02/2020,entry,S,1,5.95
154207 27/02/2020,exit,C,1,6.88
154629 27/02/2020,exit,S,1,6.14
154725 27/02/2020,exit,C,1,5.63
154929 27/02/2020,entry,S,1,6.93
154950 27/02/2020,entry,C,0,6.96
155246 27/02/2020,entry,N,1,6.07
155321 27/02/2020,exit,C,0,7.08
160222 27/02/2020,exit,S,1,6.75
160560 27/02/2020,entry,C,1,7.82
160726 27/02/2020,exit,S,1,6.12
160849 27/02/2020,exit,N,1,6.54
161146 27/02/2020,entry,S,1,6.93
161210 27/02/2020,entry,C,1,6.14
161237 27/02/2020,exit,C,1,6.8
161453 27/02/2020,entry,C,1,7.01
161453 27/02/2020,exit,S,1,5.46
161508 27/02/2020,entry,C,1,6.4
161912 27/02/2020,exit,C,1,5.22
161937 27/02/2020,exit,N,1,7.1
162018 27/02/2020,entry,S,1,7.28
162147 27/02/2020,exit,S,1,7.16
162156 27/02/2020,exit,N,1,5.37
162157 27/02/2020,exit,C,1,7.08
162233 27/02/2020,exit,C,0,6.44
162313 27/02/2020,entry,S,1,5.76
162449 27/02/2020,exit,C,0,7.14
162644 27/02/2020,exit,S,0,5.46
162703 27/02/2020,exit,C,1,6.5
162741 27/02/2020,entry,S,1,6.33
162803 27/02/2020,exit,N,1,6.59
163123 27/02/2020,exit,S,1,6.97
163433 27/02/2020,exit,C,1,6.52
163738 27/02/2020,exit,C,1,6.9
163843 27/02/2020,entry,C,1,6.68
163852 27/02/2020,exit,C,1,6.42
163901 27/02/2020,exit,S,1,6.29
163939 27/02/2020,exit,N,1,8
163953 27/02/2020,exit,C,1,6.5
164059 27/02/2020,entry,S,1,5.74
164247 27/02/2020,entry,S,1,7.32
164422 27/02/2020,exit,S,1,5.92
164456 27/02/2020,exit,S,1,7.57
164535 27/02/2020,exit,S,1,5.96
164538 27/02/2020,exit,N,1,6.87
165030 27/02/2020,exit,S,1,6.92
165700 27/02/2020,exit,N,1,6.38
165737 27/02/2020,entry,S,1,7.33
165934 27/02/2020,entry,C,1,5.49
170415 27/02/2020,exit,S,1,6.56
170537 27/02/2020,entry,N,1,6.26
170543 27/02/2020,exit,S,0,6.28
170718 27/02/2020,exit,N,1,5.42
171023 27/02/2020,entry,S,1,5.86
171408 27/02/2020,entry,C,1,6.22
171457 27/02/2020,exit,S,1,4.86
171541 27/02/2020,exit,C,1,6.52
171601 27/02/2020,entry,S,0,5.63
171906 27/02/2020,exit,C,1,6.13
171927 27/02/2020,entry,C,1,6.19
172145 27/02/2020,entry,S,1,7.97
172639 27/02/2020,exit,C,1,5.76
172654 27/02/2020,exit,S,1,6.65
172659 27/02/2020,exit,C,1,5.93
172714 27/02/2020,exit,S,1,6.04
172732 27/02/2020,entry,C,1,5.93
172758 27/02/2020,exit,C,0,6.45
172814 27/02/2020,exit,C,1,6.79
172954 27/02/2020,exit,C,1,7.18
173004 27/02/2020,exit,C,1,6.7
173021 27/02/2020,exit,S,1,5.37
173030 27/02/2020,entry,C,1,7.38
173031 27/02/2020,exit,C,1,7.06
173122 27/02/2020,exit,C,1,7.13
173137 27/02/2020,exit,C,0,8.07
173211 27/02/2020,exit,C,1,5.71
173403 27/02/2020,exit,C,0,5.86
173442 27/02/2020,exit,C,1,7.15
173615 27/02/2020,exit,C,1,6
173639 27/02/2020,exit,C,1,6.57
173803 27/02/2020,exit,C,1,6.49
173943 27/02/2020,entry,S,1,5.87
174052 27/02/2020,exit,C,0,5.58
174138 27/02/2020,exit,C,1,6.2
174145 27/02/2020,exit,C,1,6.19
174224 27/02/2020,exit,S,1,6.02
174229 27/02/2020,exit,N,1,5.11
174234 27/02/2020,exit,S,1,5.95
174425 27/02/2020,exit,N,1,5.75
174444 27/02/2020,exit,C,1,5.59
174506 27/02/2020,exit,C,1,7
174605 27/02/2020,exit,C,1,5.76
174623 27/02/2020,entry,C,1,6.52
174826 27/02/2020,exit,C,0,5.98
174920 27/02/2020,exit,C,1,5.76
174926 27/02/2020,exit,C,0,7.46
174937 27/02/2020,exit,S,1,5.99
174939 27/02/2020,exit,N,0,6.28
175032 27/02/2020,exit,S,1,5.5
175049 27/02/2020,exit,C,1,7.22
175113 27/02/2020,exit,C,1,6.39
175201 27/02/2020,exit,S,0,6.02
175516 27/02/2020,entry,C,0,7.61
175516 27/02/2020,exit,C,1,6.06
175806 27/02/2020,exit,C,1,5.08
175807 27/02/2020,exit,C,1,5.85
180050 27/02/2020,exit,N,1,6.68
180132 27/02/2020,exit,S,1,4.96
180142 27/02/2020,exit,C,1,6
180238 27/02/2020,exit,S,1,7.26
180328 27/02/2020,entry,C,1,8.06
180735 27/02/2020,exit,C,1,6.21
180823 27/02/2020,exit,S,1,5.18
180900 27/02/2020,entry,N,1,6.2
180955 27/02/2020,exit,S,1,6.74
181020 27/02/2020,exit,C,0,6.7
181057 27/02/2020,exit,C,1,6.28
181145 27/02/2020,exit,N,1,7.08
181746 27/02/2020,entry,C,1,6.02
181805 27/02/2020,exit,S,1,6.86
181815 27/02/2020,exit,S,1,6.62
182015 27/02/2020,entry,C,1,5.71
182202 27/02/2020,exit,S,1,6.18
182515 27/02/2020,entry,C,1,6.54
182557 27/02/2020,exit,S,1,7.09
182801 27/02/2020,exit,S,1,5.75
182908 27/02/2020,exit,S,0,5.74
183017 27/02/2020,exit,S,1,5.95
183041 27/02/2020,exit,C,0,5.46
183043 27/02/2020,exit,C,0,6.07
183044 27/02/2020,exit,C,0,6.9
183353 27/02/2020,exit,C,0,5.63
183622 27/02/2020,exit,N,1,6.74
183921 27/02/2020,exit,C,1,5.57
184026 27/02/2020,exit,C,1,7.01
184236 27/02/2020,exit,C,1,7.22
184427 27/02/2020,exit,S,1,6.59
184510 27/02/2020,exit,S,1,6.87
184653 27/02/2020,exit,S,1,5.98
184846 27/02/2020,exit,C,1,6.03
184905 27/02/2020,exit,C,1,6.68
185101 27/02/2020,exit,S,1,7.46
185125 27/02/2020,exit,S,1,6.52
185258 27/02/2020,exit,S,1,7.17
185321 27/02/2020,exit,N,1,6.83
185336 27/02/2020,exit,S,1,6.95
185430 27/02/2020,exit,C,1,7.42
185506 27/02/2020,exit,N,1,7.04
185516 27/02/2020,exit,S,1,6.4
185617 27/02/2020,exit,C,1,6.73
185713 27/02/2020,exit,C,1,6.95
185821 27/02/2020,exit,C,1,5.37
185830 27/02/2020,exit,C,1,7.13
190022 27/02/2020,exit,C,1,6.2
190513 27/02/2020,exit,C,0,6.46
191508 27/02/2020,exit,N,1,5.84
191839 27/02/2020,exit,S,1,7.21
192039 27/02/2020,exit,S,0,6.89
192256 27/02/2020,exit,S,1,5.08
192303 27/02/2020,exit,N,1,6.48
192449 27/02/2020,entry,C,1,7.39
192621 27/02/2020,exit,S,0,7.25
192731 27/02/2020,exit,C,1,6.78
193308 27/02/2020,exit,N,1,5.05
193538 27/02/2020,exit,S,1,6.51
193711 27/02/2020,exit,C,1,7.79
193904 27/02/2020,exit,C,1,8.11
194004 27/02/2020,exit,N,1,7.51
194243 27/02/2020,exit,S,1,6.26
194251 27/02/2020,exit,S,1,6.58
194442 27/02/2020,exit,C,1,8
194608 27/02/2020,exit,C,1,7.88
194941 27/02/2020,exit,C,1,6.19
195116 27/02/2020,exit,C,0,6.32
195323 27/02/2020,exit,N,1,6.85
195725 27/02/2020,exit,C,1,6.82
200156 27/02/2020,exit,S,1,5.62
201404 27/02/2020,exit,S,0,7.44
201731 27/02/2020,exit,C,1,6.96
201944 27/02/2020,exit,C,1,5.98
202117 27/02/2020,exit,S,1,6.14
202560 27/02/2020,exit,C,1,7.02
202914 27/02/2020,exit,C,1,4.97
203552 27/02/2020,exit,S,1,6.04
203925 27/02/2020,exit,C,1,4.17
203936 27/02/2020,exit,C,0,5.75
204253 27/02/2020,exit,N,0,7.61
204406 27/02/2020,exit,N,1,6.4
205205 27/02/2020,exit,C,1,6.36
205334 27/02/2020,exit,S,1,6.79
205439 27/02/2020,exit,S,1,4.56
205503 27/02/2020,exit,N,1,7.17
205704 27/02/2020,exit,C,1,6.61
205946 27/02/2020,exit,S,1,6.73
210256 27/02/2020,exit,C,1,7.73
210326 27/02/2020,exit,N,1,6.28
211552 27/02/2020,entry,C,1,5.24
211613 27/02/2020,exit,C,1,6.64
212239 27/02/2020,exit,S,1,5.23
214421 27/02/2020,exit,S,0,8.52
214527 27/02/2020,exit,S,1,6.29
214836 27/02/2020,exit,C,1,6.87
215249 27/02/2020,exit,C,0,5.48
222840 27/02/2020,exit,C,1,7.54
225003 27/02/2020,exit,S,0,6.25
225335 27/02/2020,exit,C,1,6.63
230741 27/02/2020,exit,C,0,6.16
232650 27/02/2020,entry,C,1,5.89
233425 27/02/2020,exit,C,1,7.56
233440 27/02/2020,exit,C,1,6.25
233736 27/02/2020,exit,C,1,5.3
235958 27/02/2020,exit,N,1,5.62
002011 28/02/2020,exit,S,1,6.16
003605 28/02/2020,exit,S,0,6.37
005724 28/02/2020,exit,N,1,6.69
005903 28/02/2020,exit,S,1,8.19
005953 28/02/2020,exit,S,1,6.46
010358 28/02/2020,exit,C,1,5.55
015905 28/02/2020,entry,S,1,7.14
020412 28/02/2020,entry,N,1,6.24
020534 28/02/2020,entry,C,1,5.82
020814 28/02/2020,entry,S,1,6.83
024921 28/02/2020,entry,N,1,7.39
025820 28/02/2020,exit,C,1,5.9
031247 28/02/2020,entry,C,1,7.3
032651 28/02/2020,entry,C,1,6.36
032800 28/02/2020,entry,C,1,7.11
050848 28/02/2020,exit,S,1,6.86
061745 28/02/2020,entry,C,1,6.83
061805 28/02/2020,entry,C,1,5.93
062435 28/02/2020,entry,C,1,6.28
062921 28/02/2020,entry,C,1,6.59
063009 28/02/2020,entry,S,1,6.1
063816 28/02/2020,exit,S,0,6.03
064013 28/02/2020,exit,N,1,6.77
064124 28/02/2020,entry,C,1,7.4
064135 28/02/2020,exit,N,1,5.64
064358 28/02/2020,entry,S,1,4.12
064431 28/02/2020,entry,C,1,5.59
064636 28/02/2020,entry,C,1,5.18
064715 28/02/2020,entry,C,1,5.68
064926 28/02/2020,entry,N,1,5.77
065658 28/02/2020,entry,S,1,5.92
070214 28/02/2020,entry,S,1,7.8
070249 28/02/2020,entry,S,1,6.32
070339 28/02/2020,entry,N,1,7.12
070356 28/02/2020,entry,S,0,7.1
070420 28/02/2020,entry,C,1,7.14
070501 28/02/2020,entry,C,1,6.62
070502 28/02/2020,entry,N,1,5.94
070520 28/02/2020,entry,S,0,7.2
070531 28/02/2020,exit,C,0,7.07
070546 28/02/2020,entry,S,1,5.67
070552 28/02/2020,entry,C,1,6.39
070622 28/02/2020,entry,S,1,4.02
070713 28/02/2020,entry,S,1,7.48
070719 28/02/2020,entry,N,1,6.29
070722 28/02/2020,entry,S,1,7.44
070802 28/02/2020,entry,N,1,7.22
070818 28/02/2020,entry,S,1,6.62
070844 28/02/2020,entry,N,1,6.22
070930 28/02/2020,entry,C,1,4.99
071028 28/02/2020,entry,C,1,6.37
071058 28/02/2020,entry,C,1,7.45
071119 28/02/2020,entry,C,1,6.5
071156 28/02/2020,entry,C,1,6.47
071248 28/02/2020,entry,C,1,8.66
071315 28/02/2020,entry,S,1,5.52
071442 28/02/2020,entry,C,1,6.88
071624 28/02/2020,entry,C,0,5.93
071627 28/02/2020,entry,S,1,7.23
071749 28/02/2020,entry,N,1,5.45
071804 28/02/2020,entry,C,1,6.63
071808 28/02/2020,entry,C,1,5.88
071817 28/02/2020,entry,S,1,7.14
071826 28/02/2020,entry,N,1,7.24
071916 28/02/2020,entry,C,1,6.04
072118 28/02/2020,entry,N,1,6.09
072121 28/02/2020,entry,S,1,7.15
072131 28/02/2020,entry,S,1,7.74
072345 28/02/2020,entry,C,1,6.91
072441 28/02/2020,entry,S,1,6.73
072555 28/02/2020,entry,C,1,6.65
072637 28/02/2020,exit,C,0,7.17
072735 28/02/2020,entry,S,1,6.48
072834 28/02/2020,exit,S,1,6.56
073044 28/02/2020,entry,N,1,7.6
073127 28/02/2020,entry,C,1,8.52
073141 28/02/2020,entry,C,1,6.39
073160 28/02/2020,entry,C,1,7.64
073237 28/02/2020,entry,N,1,5.49
073428 28/02/2020,exit,C,1,5.91
073646 28/02/2020,entry,C,1,7.15
073824 28/02/2020,entry,C,1,7.85
073851 28/02/2020,entry,C,1,6.83
073857 28/02/2020,entry,C,1,6.27
074003 28/02/2020,entry,C,1,7.76
074008 28/02/2020,entry,N,1,5.8
074102 28/02/2020,entry,S,1,6.7
074106 28/02/2020,entry,S,1,7.6
074138 28/02/2020,entry,S,1,5.29
074353 28/02/2020,entry,N,1,6.69
074408 28/02/2020,entry,S,1,5.52
074415 28/02/2020,entry,C,1,6.42
074549 28/02/2020,exit,C,1,3.93
074831 28/02/2020,entry,S,1,5.61
074833 28/02/2020,entry,N,1,6.34
074847 28/02/2020,entry,C,1,6.14
075302 28/02/2020,entry,C,1,7.48
075332 28/02/2020,entry,S,1,6.35
075402 28/02/2020,entry,S,1,6.91
075501 28/02/2020,entry,S,1,6.52
075548 28/02/2020,entry,C,1,7.44
075621 28/02/2020,entry,C,1,6.89
075736 28/02/2020,entry,C,1,5.94
075905 28/02/2020,entry,C,1,6.53
075931 28/02/2020,entry,C,1,7.49
075943 28/02/2020,entry,S,1,7.31
075952 28/02/2020,entry,S,1,6.72
080019 28/02/2020,entry,S,1,5.89
080133 28/02/2020,entry,C,1,5.92
080141 28/02/2020,exit,C,1,7.6
080154 28/02/2020,entry,C,1,6.71
080457 28/02/2020,entry,N,1,7.01
080604 28/02/2020,entry,S,1,6.44
080618 28/02/2020,entry,N,1,6.34
080630 28/02/2020,entry,N,1,7.02
080759 28/02/2020,entry,S,1,5.56
080917 28/02/2020,entry,S,1,6.34
080953 28/02/2020,entry,S,1,7.16
081016 28/02/2020,entry,C,1,6.17
081017 28/02/2020,entry,C,1,7.49
081108 28/02/2020,entry,C,1,6.25
081109 28/02/2020,entry,C,1,5.72
081137 28/02/2020,entry,C,1,6.56
081234 28/02/2020,entry,C,1,6.64
081236 28/02/2020,entry,N,1,7.66
081449 28/02/2020,entry,C,1,6.17
081457 28/02/2020,entry,N,0,6.04
081460 28/02/2020,exit,N,1,6.86
081504 28/02/2020,entry,C,0,6.6
081530 28/02/2020,entry,C,1,7.47
081546 28/02/2020,entry,S,1,5.98
081554 28/02/2020,entry,S,1,6.67
081656 28/02/2020,entry,S,1,6.33
081707 28/02/2020,entry,N,1,6.94
081712 28/02/2020,entry,C,1,7.67
081957 28/02/2020,entry,S,1,7.09
082232 28/02/2020,entry,C,1,8.12
082305 28/02/2020,entry,S,1,5.23
082335 28/02/2020,exit,C,1,5.86
082430 28/02/2020,entry,C,1,7.4
082439 28/02/2020,entry,C,1,4.46
082514 28/02/2020,entry,C,1,6.36
082549 28/02/2020,entry,S,1,6.4
082634 28/02/2020,entry,C,1,6.35
082705 28/02/2020,entry,C,1,6.85
082715 28/02/2020,entry,C,1,6.68
082941 28/02/2020,entry,C,0,6.76
082955 28/02/2020,entry,C,1,6.63
083004 28/02/2020,entry,C,1,6.02
083017 28/02/2020,entry,C,1,7.89
083123 28/02/2020,entry,C,1,5.09
083249 28/02/2020,entry,S,1,7.1
083428 28/02/2020,entry,N,1,5.13
083434 28/02/2020,entry,S,1,7.13
083549 28/02/2020,entry,C,1,6.64
083601 28/02/2020,entry,S,0,5.71
083654 28/02/2020,entry,N,1,5.61
083715 28/02/2020,entry,N,1,7.28
083740 28/02/2020,exit,N,0,6.6
083745 28/02/2020,entry,C,1,6.36
083848 28/02/2020,entry,C,1,5.56
083945 28/02/2020,entry,C,1,6.26
084125 28/02/2020,entry,C,0,6.13
084157 28/02/2020,exit,N,1,6.86
084202 28/02/2020,entry,S,1,5.48
084212 28/02/2020,entry,S,1,6.11
084223 28/02/2020,entry,C,1,7.27
084231 28/02/2020,entry,S,1,6.69
084256 28/02/2020,entry,C,1,6.44
084456 28/02/2020,exit,S,1,7.66
084740 28/02/2020,entry,N,1,6.65
084832 28/02/2020,entry,S,1,7.93
084851 28/02/2020,entry,S,1,6.06
085028 28/02/2020,entry,S,1,7.4
085034 28/02/2020,entry,C,1,5.48
085037 28/02/2020,entry,C,1,5.71
085207 28/02/2020,entry,S,1,7.36
085246 28/02/2020,entry,S,1,4.6
085308 28/02/2020,entry,N,1,6.02
085515 28/02/2020,entry,S,1,7.06
085538 28/02/2020,entry,C,1,7.22
085729 28/02/2020,entry,S,1,6.79
085844 28/02/2020,entry,C,1,6.74
090301 28/02/2020,entry,C,1,5.57
090318 28/02/2020,exit,C,1,8.07
090409 28/02/2020,exit,C,1,6.89
090553 28/02/2020,entry,C,1,6.77
090557 28/02/2020,exit,C,1,6.09
090617 28/02/2020,entry,N,1,6.24
090712 28/02/2020,entry,N,0,5.6
090740 28/02/2020,entry,C,1,6.81
090921 28/02/2020,entry,C,0,6.96
091019 28/02/2020,exit,S,1,5.71
